IDE;Text;kategori
2003;Saya mengalami kesulitan mengakses akun saya di Santander melalui perbankan online mereka. Saya menelepon XXXX XXXX di jalur rekaman. Setelah mengidentifikasi diri saya melalui sistem otomatis mereka dan mengubah pin # saya, saya terhubung dengan XXXX, seorang perwakilan. Saya meninjau kesulitan saya dengan XXXX dan dia bertanya apakah dia dapat mengajukan pertanyaan kepada saya melalui rekaman publik untuk mengonfirmasi identitas saya. Meskipun saya bingung mengapa mereka menggunakan catatan publik sebagai sarana untuk mengkonfirmasi identitas saya, namun saya setuju. Dia menanyakan nama, alamat, dan nomor jaminan sosial saya. Setelah jeda, dia menyatakan bahwa dia tidak dapat lagi membantu saya dan saya harus pergi ke cabang. Saya terkejut bahwa ini adalah ''pertanyaan keamanan sulit yang dia tanyakan dan bahkan lebih terkejut lagi bahwa solusi layanannya adalah saya meninggalkan pekerjaan dan pergi ke cabang. Jelas sekali pertanyaan-pertanyaan itu adalah inti dari mengidentifikasi seseorang dan saya mengharapkan penyelidikan lebih dalam tetapi tidak menerima apa pun. Saya meminta untuk berbicara dengan supervisor dan XXXX menyatakan bahwa supervisor tersebut hanya akan menyatakan hal yang sama seperti yang dia lakukan dan bahwa XXXX (sebenarnya XXXX) tidak ingin menerima telepon saya. Saya bersikeras dan meminta menunggu untuk berbicara dengan orang yang bertanggung jawab. saya menegaskan kembali bahwa saya tidak ingin menimbulkan masalah apa pun tetapi ingin bantuan untuk masalah saya dan tidak berurusan dengan cabang. XXXX akhirnya mengangkat telepon saya setelah transfer dan saya meninjau masalah saya dengannya. Dia menyalahkan sistem yang dia dan XXXX gunakan dan menyatakan tidak ada lagi yang bisa dilakukan. Saya memohon padanya untuk menanyakan pertanyaan yang lebih sulit tetapi mereka menolak. Saya terbuka terhadap alternatif untuk menyelesaikan masalah ini, tetapi XXXX dan XXXX bahkan tidak tertarik untuk mengeksplorasi cara lain. Ingat, saya dapat mengubah pin saya tetapi mereka tidak dapat menanyakan jumlah pembayaran HELOC saya. Saya mengatakan kepada mereka bahwa layanan mereka buruk dan tidak kreatif meskipun ada permintaan dasar. Saya meminta supervisornya karena saya ingin memberikan umpan balik yang sangat dibutuhkan dan mencari bantuan lebih lanjut jika memungkinkan. Saya tidak menerima nama, nomor telepon, email yang dapat saya gunakan untuk menyampaikan keluhan saya. Saya memang menerima alamat hubungan Klien untuk menulis surat secara langsung. Saya juga bertanya mengapa dia mengatakan kepada XXXX bahwa dia tidak ingin berbicara dengan saya dan atau mendengar tentang masalah saya. Dia menyangkal hal itu terjadi dan pada gilirannya menjadikan XXXX pembohong. Harap diingat bahwa ini adalah baris yang direkam ulang, jadi tidak boleh ada perselisihan tentang semua ini.;Normal
2004;Bank PNC tidak dapat memberikan Formulir Pajak 2014 saya. Tidak ada seorang pun di pusat panggilan kami yang dapat membantu Anda. '' Saya sekarang telah berbicara dengan PNC Bank sebanyak 3 kali, di mana mereka menyatakan bahwa mereka telah mengajukan permintaan untuk mengubah alamat saya dan mengirimkan formulir pajak saya. Akibatnya, orang tua saya menerima surat Perubahan Kata Sandi '' melalui pos di alamat mereka, yang TIDAK ada hubungannya dengan alamat SAYA atau informasi online SAYA. Ketika saya berbicara dengan siapa pun dari PNC Bank, mereka membaca ALAMAT LAMA saya yang telah saya ubah 3 KALI!!! Akhirnya hari ini saya mendorong untuk menghubungi manajer manajer, yang menghubungkan saya dengan tim Retail Escalation. Orang ini setidaknya dapat mengirimi saya formulir melalui email melalui celah '' yang menunjukkan informasi pajak saya, dan telah berkomitmen untuk menelepon saya kapan pun dia dapat mengubah alamat saya di sistem ''. Perhatikan bahwa ketika saya masuk ke akun saya secara online, alamat saya ditampilkan sebagai diperbarui, tetapi di suatu tempat di sistem back-office Bank PNC yang rumit, alamat saya tidak akan diperbarui seperti yang diharapkan. Saya sekarang juga telah memberikan catatan tulisan tangan yang meminta perubahan alamat saya, ditandatangani dan diberi tanggal pada hari ini, sebagai bukti perubahan alamat saya. Yang hebatnya adalah ketika orang tua saya menerima formulir perubahan alamat yang dikirim ke rumah mereka... Ini adalah proses paling konyol yang pernah saya lalui, dan saya tidak bisa mengungkapkan betapa tidak puasnya saya dengan PNC Bank. Saya akan melakukan segala daya saya untuk menutup pinjaman mobil, Jalur Kredit Ekuitas Rumah, dan Rekening Giro saya dan dipindahkan ke bank lain sesegera mungkin.;Normal
2005;Wells Fargo baru-baru ini mulai membebankan biaya ke rekening tabungan dan giro bank kami, dan mengubah aturan rekening bank kami tanpa dasar atau pemberitahuan. Kami telah menghubungi Wells Fargo Bank melalui telepon dan secara langsung beberapa kali, dan kami telah mencoba memperbaiki situasi dan membatalkan biayanya. Beberapa biaya telah dibatalkan, yang lain belum. Dan yang dibalik, nanti di siklus bulanan berikutnya ditagih lagi. Kami menghubungi bank, dan kami melakukan apa yang direkomendasikan oleh perwakilan bank untuk menghilangkan biaya layanan, namun bank menetapkan peraturan baru dan membebankan biaya berdasarkan peraturan baru. Bank Wells Fargo terus-menerus mengubah aturan rekening kami dan membebankan biaya yang tidak harus kami bayarkan sebelumnya.;Normal
2006;Saya mengakses mesin ATM di XXXX XXXX XXXX. Saya dikenakan biaya sebesar {$3,00}, yang saya pahami adalah biaya penggunaan ATM non-bank. Namun, saya dikenakan biaya tambahan sebesar {$3,00} dari bank saya karena membebankan Biaya ATM bank lain. Saya ditagih total sebesar {$6,00} untuk transaksi ini. {$3,00} oleh bank saya dan kemudian {$3,00} oleh bank lain.;Normal
2007;Sebagai pelanggan setia B dari A selama lebih dari empat puluh lima tahun dan XXXX selama hampir dua puluh tahun, saya telah diperlakukan dengan cara yang paling tidak adil, tidak jujur, dan tidak penuh kasih sayang, bukan dalam situasi XXXX tetapi dalam XXXX. Sebagai XXXX dan XXXX dengan XXXX saya menggunakan pembayaran dial untuk mengambil kartu kredit pelanggan saya selama pameran dagang tahunan saya. Ini terbukti terlalu lambat dan pelanggan saya menyarankan agar saya pindah ke XXXX. Sebagai pelanggan setia B of A, saya malah beralih menggunakan perangkatnya yang dicolokkan ke Smartphone agar saya bisa menggesek kartu kredit. Rupanya ketika saya beralih dari dial pay ke perangkat ini saya terikat kontrak selama tiga tahun. Hal ini tidak dijelaskan kepada saya pada saat itu. Saya berasumsi saya baru saja berpindah dari satu cara memasukkan penjualan saya ke cara lainnya. Saya telah menjadi pedagang selama bertahun-tahun jadi masuk akal untuk meningkatkannya. Orang yang mendaftarkan saya tidak memperingatkan saya bahwa saya harus tetap menggunakan sistem ini untuk jangka waktu tertentu atau akan dikenakan sanksi sebesar {$500,00} karena berhenti- saya tidak akan setuju. XXXX. Pada XXXX XXXX suami saya meninggal. Ketika saya kembali ke Amerika pada XX/XX/XXXX saya pergi ke bank untuk mengeluarkannya dari rekening. Pada saat yang sama pemegang buku saya selama lebih dari dua puluh tahun kehilangan suaminya dan pindah ke XXXX dan jelas memiliki XXXX. Tanpa sepengetahuan saya, dia tidak membayar tagihan saya atau berurusan dengan bisnis bank seperti yang selalu dia lakukan di masa lalu. Jadi pada XX/XX/XXXX saya menandatangani pembukuan baru ke akun saya untuk mengurus bisnis saya selama saya berada di luar negeri. Saya meninggalkan Amerika dan kemudian kami mulai menerima surat yang mengatakan bahwa rekening saya akan ditutup pada XXXX XXXX, XXXX jika saya tidak mematuhi penyerahan DBA ke bank. Kami mencoba menghubungi bank dan meminta perpanjangan karena saya akan kembali ke Amerika XXXX XXXX. Pertama, wanita yang menulis surat kepada kami sedang berada di luar kantor selama beberapa waktu dan ketika dia menghubungi kami kembali, dia berkata bahwa bank tidak akan memperpanjang batas waktu tersebut karena mereka telah menghubungi saya beberapa kali. Hal ini tidak benar. Saya tidak menerima apa pun tentang hal ini sebelum ada surat yang mengatakan bahwa akun saya akan ditutup jika saya tidak mematuhinya. Selanjutnya kami diberitahu bahwa bank telah berbicara dengan saya pada tanggal XX/XX/XXXX. Pada tanggal XX/XX/XXXX saya sedang berada di luar negeri dan tidak menerima telepon dari bank. Mungkin saja mantan saya, yang sekarang menjadi pemegang buku gila, menerima telepon dan segera melupakannya seperti yang terjadi pada XXXX. Semua ini sudah dijelaskan kepada pihak Bank namun tetap saja mereka tidak mau memperpanjang batas waktunya. Sebagai XXXX dengan nama saya sebagai bagian dari XXXX saya, saya tidak memerlukan DBA di California tetapi saya tetap mencoba melakukannya jarak jauh. Hal itu terbukti mustahil. Selanjutnya di XX/XX/XXXX bank menagih saya sebesar {$100,00} tanpa penjelasan. Kami menelepon bank beberapa kali tetapi tidak ada yang tahu untuk apa tagihan ini. Itu tidak pernah dihapus. Setelah rekening bank dibatalkan ada Merchant Services (MS) untuk membatalkan. Saya menelepon XX/XX/XXXX dan berbicara dengan seorang pria (sayangnya saya tidak mengetahui namanya) dan dia berkata akan menutupnya. Lalu di XX/XX/XXXX saya menemukan ternyata tidak tutup sama sekali. Saya menelepon XX/XX/XXXX dan berbicara dengan XXXX. Dia menanyakan pertanyaan yang tidak dapat saya jawab dengan segera. Saya menjadi sangat marah sekarang atas seluruh situasi. Saya meminta untuk berbicara dengan supervisor dan mendapat XXXX yang mengajukan pertanyaan yang memerlukan waktu untuk mengetahuinya. Lain kali saya mendapat XXXX. Saya menjawab pertanyaan sehingga saya dapat menutup Akun Layanan Merchant saya, namun kemudian XXXX memberi tahu saya bahwa mereka akan menagih saya sebesar {$500,00} untuk pembatalan kontrak awal. Saat ini saya sangat marah dan sulit untuk tetap tenang. Ini terasa sangat tidak adil! Pertama, bank menutup rekening saya karena tidak menunjukkan surat yang tidak saya perlukan dan sekarang denda sebesar {$500,00}!;Normal
2008;Pada XXXX XXXX, XX/XX/XXXX, First Niagara Bank mengirimi saya email ke rekening email karyawan saya, meminta saya memberikan mereka kartu tanda tangan untuk rekening giro karyawan saya. Hal ini membuat saya khawatir karena saya telah memberi mereka item tersebut pada XXXX XXXX, XX/XX/XXXX. Ketika saya menyatakan keprihatinan saya bahwa dokumen yang berisi tanda tangan dan nomor rekening saya hilang sehingga dapat membahayakan keamanan rekening dan informasi saya, dan bahwa saya mungkin harus menutup rekening saya demi alasan keamanan, saya dipecat dari pekerjaan saya. .;Normal
2009;Atas saran dari manajer cabang B # XXXX, saya menutup akun XXXX yang sangat lama. Cek saya dan rekening tabungan saya. Saya melakukan ini untuk mencegah siapa pun menyetor uang ke rekening saya dan dengan demikian menimbulkan kesulitan hukum bagi saya. Setelah menunggu selama beberapa waktu, saya memberi tahu seseorang bahwa saya mengembalikan ceknya dan menolak menerima pembayaran sebagian. Orang itu pergi ke XXXX XXXX, Ca. cabang B dari A dan berusaha menyetorkan cek ke rekening saya yang ditutup sebagai bukti tanda terima setoran. Orang tersebut kemudian berhasil meyakinkan teller bahwa dia memiliki bisnis yang sah dan teller menemukan informasi rekening baru saya dan mengizinkannya untuk menyetorkan cek yang dibuktikan dengan tanda terima setoran. Ketika cek yang dicairkan orang tersebut diproses oleh Banknya, semua nomor rekening baru saya akan tersedia untuknya. Bank of America mengatakan kepada saya bahwa mereka tidak dapat menjamin hal ini tidak akan terjadi lagi. Satu-satunya jalan keluar saya adalah menutup semua akun B atau A saya.;Normal
2010;Pada tahun 2014 saya memulai sebuah akun di US Bank setelah diajak bicara oleh seorang rekan kerja, yang mengatakan bahwa mereka hebat. Saya memulai rekening giro dan tabungan tanpa perlindungan pentalan karena saya tidak ingin mengeluarkan uang yang tidak saya miliki di rekening saya. Namun saya diberitahu oleh karyawan mereka tentang mengubah perlindungan saya agar tidak dikenakan biaya pada akun melalui aplikasi mobile banking. Kalau-kalau saya hampir selesai membuat draf, saya melanjutkan dan mengubah perlindungan cerukan di XX/XX/XXXX dengan berpikir saya akan lebih terlindungi tetapi hal ini sangat mengubah jenis akun saya sehingga saya terkena tagihan XXXX {$36,00}. Saat menelepon layanan pelanggan, saya diberitahu bahwa saya perlu berbicara dengan perwakilan yang memulai layanan saya (yang tidak lagi bekerja di sana) dan saya memberi tahu mereka hal ini dan mereka tidak peduli. Saya menceritakan kisah saya yang sama kepada seorang XXXX di manajemen dan dia berkata saya harus meminta penggantian biaya kepada manajer bank dan jika mereka memiliki masalah dengan perwakilan itu di masa lalu maka mereka akan memberikan kredit. Namun jika tidak, mereka tidak akan mengkreditkan biayanya. Saya juga dibohongi oleh perwakilan dan bank menolak melakukan apa pun. Saya memahami kebijakan perusahaan, tetapi Anda juga harus memperhatikan pelanggan Anda.;Normal
2011;Pada XX/XX/XXXX saya menggunakan ATM PNC yang ada skimmernya. {$200.00} diambil dari rekening giro saya pada XXXX XXXX. Keesokan harinya saya menemukan bahwa saya tidak punya uang di rekening giro saya. Pada hari Senin XXXX saya menelepon credit union saya dan mengambil laporan ketidaksesuaian dan mengembalikannya pada XX/XX/XXXX. Dua minggu kemudian XXXX XXXX lokal menayangkan cerita tentang skimmer di ATM PNC yang sama. Kemudian serikat kredit saya memberi tahu saya bahwa bank Pnc tidak akan mengembalikan uang saya karena itu adalah transaksi pin, berikutnya saya menelepon bank PNC dan mereka memberi tahu saya bahwa saya harus berbicara dengan serikat kredit. Pada saat ini saya mulai merasa frustrasi dengan kekeliruan tersebut dan diberi tahu bahwa itu adalah tanggung jawab tempat lain untuk mengembalikan uang saya, jadi saya menghubungi XXXX dan mereka memberi tahu saya bahwa itu adalah bank PNC dan saya harus menghubungi CFBP. Saya tahu { $200.00} tidak akan pernah terlihat lagi tetapi saya memutuskan untuk mencoba satu opsi terakhir;Normal
2012;Saya mengharapkan naskah kembali dari bank yang mencakup diri mereka sendiri tetapi karena saya bekerja dengan anggota parlemen untuk mengesahkan undang-undang untuk melindungi orang-orang seperti saya, saya masih melaporkan hal ini. saya mengharapkan naskah dan meliput tanggapan XXXX Anda. Anak saya lahir dengan XXXX di XX/XX/XXXX. Saya telah berjuang keras karena hal ini. Kami memiliki tagihan medis lebih dari satu juta dolar yang kami tuntut untuk mendapatkan pembayaran asuransi. Meskipun memiliki hubungan jangka panjang dengan bank Amerika tanpa RISIKO atau masalah nyata apa pun, saya ingin menjelaskan tindakan yang diambil oleh XXXX di XXXX dan XXXX XX/XX /XXXX Pada hari XXXX karena saya tidak percaya yang akan mereka lakukan hanyalah mengirimi saya salinan perjanjian kartu kredit padahal saya memang meminta bantuan nyata seperti mengembalikan bunga saya. Saya akan menerima surat yang menyangkal hal ini dan salinan laporan kartu kredit yang tidak saya minta atau butuhkan tetapi tidak pernah membantu. Segalanya menjadi lebih buruk ketika saya berkomentar bahwa dengan salinan perjanjian kartu kredit yang mereka kirimkan kepada saya untuk memverifikasi keabsahan bunga, padahal saya tidak pernah membantah bahwa saya berkomentar bahwa saya dapat membuat keributan dengan semua kertas yang saya kirimkan secara tertulis. Hal berikutnya yang saya tahu orang XXXX XXXX XXXX menelepon saya dan memberi tahu saya bahwa dia mengirimi saya surat penutupan semua akun yang saya miliki tentang akun XXXX kartu kredit selama bertahun-tahun. dan rekening bank. semuanya tertutup. Saya tahu Anda akan mengatakan demikian pula bank bahwa itu legal. Ketahuilah bahwa undang-undang harus disahkan untuk melindungi keluarga seperti saya dan membuat bank memenuhi standar yang lebih tinggi ketika mengambil tindakan ini. Bukan berarti saya berisiko padahal saya belum pernah dan sedang menjalani semuanya. Yang saya inginkan hanyalah kesetiaan demi kesetiaan yang saya berikan dalam bentuk bunga yang dikembalikan. Sebaliknya, orang XXXX membuat keputusan dengan kuasa di bank dari bank untuk menutup semua rekening saya. sungguh sulit dipercaya. Jika ada kerusakan pada kredit saya, saya akan mengambil tindakan. Ketahuilah juga sebelum mereka meninggalkan bank, cek saya tidak lagi didanai. cara saya diperlakukan lebih buruk daripada pelanggan yang sebenarnya menunggak. Saya tahu saya akan mendapatkan naskahnya kembali, itulah sebabnya saya menghubungi media dan legislatif.;Normal
2013;Saya mengajukan keluhan kepada XXXX sehubungan dengan buruknya layanan yang saya terima dari Huntington National Bank dan penolakan mereka untuk mengembalikan biaya penuh karena kesalahan sederhana. Ada perbedaan sebesar {$10,00}. Stafnya kasar, sangat merendahkan, dan membuat saya marah. Setelah pengaduan dengan XXXX diajukan, Huntington memutuskan mereka akan menutup akun saya dan TIDAK memberikan alasan mengapa akun tersebut ditutup. Ini setelah saya putuskan untuk membiarkan masalah itu berlalu dan bahkan tidak menanggapi bantahan tanggapan XXXX mereka. Sebaliknya, mereka menunggu hingga hari setelah XXXX menutup keluhan saya dan mengirimkan surat yang menyatakan bahwa mereka menutup akun saya. Jadi saya mengeluh tentang layanan mereka dan mereka menutup akun saya? Saya sebagai konsumen berhak mengajukan keluhan dan meminta bantuan dalam menyelesaikan permasalahan saya. Saya hanya menghubungi Huntington pada kesempatan XXXX dan ini adalah keluhan XXXX saya kepada mereka.;Normal
2014;Saya belum menerima Pernyataan Minat sebesar XXXX dari XXXX untuk akun yang berakhiran # XXXX. Setelah banyak kesulitan dari Chase, saya berhasil menutup akun ini di XXXX tahun ini. Namun, seharusnya mendapat bunga di XXXX, saat masih aktif, serta selama dua bulan di tahun ini. Setelah menerima cek untuk menutup rekening dari XXXX XXXX XXXX, Wakil Presiden Layanan Akun Chase, saya menulis surat kepadanya, bertanggal XXXX XXXX, XXXX, yang menyatakan telah menerima cek tersebut dan memintanya agar Pernyataan Bunga untuk XXXX dikirimkan kepada saya. Sebulan telah berlalu, dan saya masih belum menerima Pernyataan Bunga yang diminta. Saya menerima Pernyataan Bunga dari semua lembaga keuangan lain yang bertransaksi dengan saya di Amerika Serikat pada XXXX tahun ini, tanpa harus mengirimkan pengingat atau permintaan khusus apa pun. Saya tidak tahu apakah ini lebih merupakan ketidakmampuan Chase atau pelecehan atas keluhan yang saya kirimkan tentang kegagalannya atau keengganan saya untuk mendapatkan sedikit perubahan alamat langsung dari XXXX ke XXXX XXXX. Bagaimanapun, saya ingin Pernyataan Minat untuk XXXX dikirimkan kepada saya segera. Saya juga ingin Chase Bank mengingat bahwa mereka juga akan berhutang laporan kepada saya sebesar XXXX, yang akan dikirim dalam XX/XX/XXXX.;Normal
