IDE;Text;Fraud;Spam;Normal
544;Saya seorang mahasiswa dan saya membutuhkan uang tambahan karena dana semakin menipis. Saya jauh dari rumah sehingga orang tua saya tidak selalu bisa mengirimi saya uang. Hasilnya, saya melamar pekerjaan di XXXX karena itulah cara saya mendapatkan pekerjaan kembali di rumah. Postingan pekerjaan mengatakan XXXX Lowongan Baru '' jadi saya melamar pekerjaan itu, mengirimkan resume saya dan mendapat email kembali. Email tersebut dari XXXX XXXX, XXXX dari Departemen Perekrutan untuk XXXX XXXX XXXX ( Email : XXXXXXXXXXXX ). Email tersebut pada dasarnya memberi tahu saya berapa banyak yang akan saya hasilkan dan untuk melamar Pekerjaan di situs web mereka ( XXXX ). Saya melakukannya dan mendapat email balasan yang memberi tahu saya nama supervisor saya (XXXX XXXX) dan nomor teleponnya. Mereka juga meminta saya untuk mendapatkan akun Chase Quickpay karena mereka akan mentransfer uang kepada saya dengan cara itu. Hal ini sepertinya bukan hal asing bagi saya karena melalui itulah ayah saya mengirimkan uang kepada saya. Mereka memastikan bahwa mereka memberi tahu saya berulang kali (melalui telepon) bahwa pekerjaan ini TIDAK ilegal. Sekarang jika dipikir-pikir lagi, saya sangat naif, bodoh, dan putus asa. Saya melakukan semua yang mereka minta dan mendapat telepon dari XXXX. XXXX memiliki jenis aksen XXXX yang sangat kuat. XXXX memberi tahu saya apa yang harus saya lakukan sebagai anggota baru XXXX XXXX XXXX ''. Dia bilang mereka akan mengirimi saya sejumlah {$2000.00} melalui quickpay, saya harus pergi ke XXXX sesegera mungkin dan menyetor {$1800.00} ke XXXX XXXX di XXXX, XXXX . Mereka mengatakan jumlah tersebut karena ada biaya {$37,00} untuk mengirim uang ditambah pembayaran XXXX % saya sebesar {$100,00}. Kemudian kirimkan dia Referensi #. Dia mengatakan transaksi pertama saya akan dilakukan di XXXX, dia akan menelepon untuk memandu saya melewatinya. Saya tidak mendapat panggilan jadi saya mengirim email kepada mereka dan tanggapan mereka adalah alasan saya tidak mendapatkan transaksi karena saya memasukkan beberapa informasi yang salah di pendaftaran quickpay sehingga tidak terkirim. Ketika saya memperbaiki info itu, saya mendapatkan transaksi melalui akun XXXXXXXXXXXX XXXX saya, tampilannya sama persis seperti ketika ayah saya mengirimi saya uang dan saya mengikuti instruksinya. Ini berlangsung selama dua hari, kedua hari XXXX menelepon untuk memastikan saya melakukan semuanya dengan benar, Namun ketika mereka mengirim transaksi ketiga saya masuk ke akun quickpay dan mendapat pesan yang menyatakan bahwa Chase menangguhkan akun saya karena aktivitas baru-baru ini dan untuk memanggil nomor. Jadi saya segera menelepon nomor Chase dan menjelaskan kepada mereka bahwa saya tidak tahu apa yang sedang terjadi. Mereka mengatakan kepada saya tidak ada masalah, aktivitas tersebut sepertinya mencurigakan, jadi mintalah orang yang mencoba mengirimi saya uang untuk menelepon mereka dan memberi tahu mereka bahwa uang itu dikirim dengan sengaja. Jadi tepat ketika saya menutup telepon dengan mereka, saya mengirim SMS ke XXXX untuk memberi tahu dia situasinya, mengatakan itu bukan masalah besar, suruh pria itu menelepon nomornya dan kita bisa melanjutkan. Saya tidak meneleponnya karena saat itu hampir XXXX, namun saya meneleponnya keesokan paginya dan telepon terputus. Saya kemudian menelepon ibu saya dan memberi tahu dia tentang pekerjaan XXXX yang saya terima melalui XXXX dan dia memberi tahu saya bahwa pekerjaan khusus ini terdengar SANGAT ilegal dan saya harus segera keluar dari pekerjaan itu. Saat ini semuanya sudah selesai. Saya kemudian mengirim email ke XXXX XXXX XXXX memberi tahu mereka bahwa menurut saya sangat lucu telepon terputus lusa malam saya mengirim SMS ke XXXX tentang situasinya dan bahwa saya akan menghubungi pihak berwenang jika saya tidak mendapat tanggapan dengan penjelasan dalam waktu 24 berikutnya. jam. Saya tidak mendapat tanggapan dan tidak sempat menulis laporan sampai sekarang. Sekitar seminggu kemudian saya mendapat telepon dari Chase menanyakan apakah saya masih memiliki {$4000.00} yang dikirim ke akun saya, saya bilang tidak, saya mengirimkannya ke Pekerjaan saya sebelumnya melalui quickpay. Mereka kemudian menjelaskan kepada saya bahwa {$4000.00} telah dicuri dari salah satu akun pelanggan mereka dan saya bertanggung jawab untuk mengembalikannya sejak akun saya digunakan. Saya masih memiliki kuitansi XXXX beserta nomor referensinya, semua email saya sudah terkirim.;1;0;0
545;Saya awalnya dikenakan biaya sebesar {$35,00} pada rekening giro saya untuk cek yang bertanggal hari berikutnya. Saya diberitahu oleh Bank of America bahwa tidak masalah kapan cek diberi tanggal, mereka akan menguangkannya dan membebankan biaya kepada Anda karena penarikan yang berlebihan. Mereka juga membebankan biaya pada rekening tabungan saya meskipun saya sedang menyetorkan uang ke dalamnya. Saya sudah mencukupi semua biayanya dan meminta agar rekening tabungan ditutup. Saya telah menelepon XXXX kali dan berbicara dengan supervisor XXXX dan mereka masih menolak menutup rekening tabungan sehingga mereka dapat membebankan biaya tambahan kepada saya;1;0;0
546;Pada XXXX 2015 saya membuka rekening kartu kredit aman di Capital One Bank melalui uang jaminan pembukaan awal sebesar {$300,00}. Diperlukan waktu kurang lebih 14 hari hingga pemrosesan setoran awal tersebut terjadi. Sejak saat itu saya telah melakukan pembayaran XXXX berturut-turut, semuanya dilakukan dari rekening yang sama dengan setoran dana awal. Pada XXXX/XXXX/15 saya mencoba melakukan deposit baru ke rekening tersebut, namun karena kesalahan perbankan pada pembayaran yang dilakukan oleh XXXX, bank rekening pendanaan, ditolak. Setelah mengidentifikasi masalah dengan XXXX, kesalahan saya diperbaiki dan mengirimkan kembali deposit lain sebesar {$100,00} yang sama ke Capital One untuk dikreditkan ke batas kredit saya. Setelah menerima, dan memproses (yaitu menguangkan '' ) deposit, Capital One memasang peringatan penipuan '' di akun kredit saya, dan membekukan semua dana di akun tersebut. Mereka mengutip penjelasan bahwa barang yang dikembalikan dari XXXX sebagai dugaan penipuan '' dan sejak itu telah menahan semua dana sementara mereka menarik bunga atas uang tersebut dan saya tidak memiliki akses ke semua dana tersebut. Masalahnya adalah 1) tidak ada penipuan karena saya jelas memiliki rekening XXXX 2) rekening XXXX yang sama telah berulang kali digunakan untuk mendanai dan melakukan semua pembayaran pada rekening ini 3) hubungan perbankan saya dengan Bank XXXX sama sekali bukan urusan Modal Salah satunya adalah tuntutan yang mereka buat terhadap informasi mengenai akun tersebut jauh di luar cakupan yang diwajibkan atau diperlukan secara hukum. Saya yakin mereka menggunakan situasi ini sebagai dalih untuk mendapatkan informasi yang kemudian dapat mereka gunakan untuk melacak kondisi keuangan saya di Bank XXXX tanpa otoritas hukum, persetujuan yang sudah ada sebelumnya, atau pengetahuan langsung mengenai aktivitas mereka di pihak saya.;1;0;0
547;Saya telah mengajukan peringatan penipuan ke bank lebih dari 3 minggu yang lalu telah menelepon setiap hari untuk berbicara dengan XXXX tentang penipuan dan keamanan tetapi hanya mencapai pesan suara meninggalkan 15 pesan tidak ada panggilan balasan, bank mengirim email kepadanya, mereka bilang mereka tidak tahu di mana dia dulu???;1;0;0
548;Perwakilan Sears dengan curang memproses akun perbaikan rumah atas nama saya. Istri saya, XXXX XXXX, meminta akun perbaikan rumah Sears dan saya memberikan nomor SIM saya sebagai rekan pemohon melalui telepon. Istri saya tidak dapat mengamankan jumlah perbaikan rumah sehingga alih-alih rekening atas nama istri saya, rekening tersebut diproses atas nama saya saja. XXXX XXXX XXXX memberi tahu Manajer Distriknya di XXXX, LA bahwa istri saya menandatangani nama saya yang jika istri saya melakukannya dan dia tidak melakukannya, itu tetap merupakan penipuan yang diketahui oleh XXXX XXXX XXXX, perwakilan Sears. Pada tanggal XX/XX/2015 di kediaman dan istri saya di XXXX, LA, saya menjelaskan kepada XXXX XXXX XXXX bahwa perbaikan rumah tersebut untuk rumah ibu istri saya dan istri saya hanya mempunyai bunga sebesar 20%. Saya meminta agar Sears segera menyelesaikan pekerjaannya atau mengembalikan uang istri saya. Saya tidak memiliki klaim atas harta milik ibu mertua saya dan bersedia menjadi pemohon bersama jika istri saya memenuhi syarat untuk mendapatkan akun. Ketika istri saya tidak memenuhi syarat untuk akun perbaikan rumah Sears, Sears tidak bertanya kepada saya sebelumnya apakah saya bersedia menjadi satu-satunya pemohon, namun saya tidak bersedia. Saya yakin saya seharusnya ditanyai sebelum akun perbaikan rumah Sears diproses atas nama saya dan pekerjaan XXXX ditugaskan untuk itu. Pada atau sekitar XX/XX/2015, saya meminta XXXX di XXXX untuk membatalkan akun perbaikan rumah Sears saya. XXXX memberitahuku bahwa dia menutup akunnya. Dia berkata bahwa istri saya, XXXX XXXX, harus menyusun rencana pembayaran alternatif dengan Sears untuk menerima jendela dan pintu serta pelapis dinding. Istri saya memutuskan untuk membatasi perbaikan rumah Sears pada jendela dan pintu dan diinstruksikan oleh perwakilan Sears untuk menggunakan nomor akun perbaikan rumah Sears saya yang tertutup XXXX. Pada XX/XX/2015, sehari sebelum jendela dan pintu dipasang, pemasang mengira dia akan melakukan pekerjaan pada XX/XX/XXXX-XX/XX/2015 tetapi Sears menunda pekerjaan itu kemudian. siang itu. Perwakilan Sears ingin saya menelepon XXXX dan mengaktifkan akun yang tidak saya minta. Saya tidak ingin mengaktifkan akun atau memberikan validitasnya. Kami telah meminta pengembalian dana penuh kepada Sears/XXXX sebesar {$8300,00} untuk jendela dan pintu yang perbaikan rumah Sears ditunda dan kami ingin menggunakan sumber alternatif karena cara perwakilan Sears memperlakukan kami. Saya telah meminta XXXX di XXXX untuk menerima salinan aplikasi perbaikan rumah Sears yang memulai akun XXXX saya dan memberi tahu dia bahwa perwakilan Sears secara keliru menginstruksikan istri saya untuk menggunakan akun ini saat membuat rencana pembayaran alternatif. Kami terjebak dalam situasi di mana XXXX tidak ingin melepaskan {$8300,00} istri saya dan Sears tidak ingin melakukan pekerjaan itu semua berdasarkan pada akun perbaikan rumah Sears palsu atas nama saya. XXXX XXXX XXXX XXXX XXXX XXXX XXXX, LA XXXX : ( XXXX ) XXXX : ( XXXX ) XXXX;1;0;0
549;Setelah bertahun-tahun menjadi pelanggan yang baik'' di Citizens Bank, mereka memilih untuk mengakhiri hubungan bisnis kami. Ini termasuk rekening bisnis istri saya (organisasi nirlaba), rekening perorangannya, rekening bersama kami, dan rekening bersama dengan anak saya. Hal ini dilakukan dengan mengirimkan surat yang terlihat seperti surat sampah lainnya dan diberi waktu seminggu untuk menghapus akun saya. Mereka mengatakan keputusan itu bersifat permanen dan final. Mereka pun mengaku tak berniat memberikan alasannya. Nilai kredit saya sangat bagus dan saya tidak pernah menunggak. Mereka menghapus fungsi pembayaran tagihan saya dan saya kehilangan semua catatan transaksi terkini, termasuk transaksi yang tidak mereka hormati. Dana saya sekarang dibekukan. Mereka tidak memberikan penjelasan. Ini mungkin legal, tapi tentu saja tidak etis. Saya menduga hal ini dipicu oleh organisasi nirlaba istri saya ( XXXX XXXX XXXX ) yang bekerja di XXXX di mana mereka membantu pendidikan anak-anak yatim piatu oleh XXXX melalui mikroluan kepada keluarga dan melalui dukungan pendidikan langsung ( XXXX ). Dana ditransfer secara berkala ke XXXX. Meski demikian, operasionalnya cukup transparan. Jika ini masalahnya, maka mereka bersalah atas penyelidikan yang ceroboh. Jadi, itu pasti sesuatu yang lain.;1;0;0
550;Halo, nama saya XXXX XXXX XXXX : Pada tahun 1978, baik di bulan XXXX atau XXXX, saya meminta saudara laki-laki saya membelikan saya obligasi tabungan seharga 500,00 dolar lalu memberikannya kepada saya sebagai hadiah. Nama banknya adalah XXXX di XXXX.XXXX adalah CEO di bank tetapi ketika saya meleburnya, dia hanya seorang akuntan. cek dan obligasi dikirim ke alamat lama XXXX XXXX XXXX XXXX.seseorang mencuri surat saya tetapi entah bagaimana mengirimkan cek tersebut ke XXXX XXXX XXXX XXXX XXXX.orang yang mendapat cek tersebut memberikannya kepada XXXX XXXX XXXX XXXX untuk diberikan kepada saya tetapi dia membawanya ke bank XXXX XXXX XXXX XXXX untuk dicairkan. bank menelepon saya. untuk melihat apakah tidak apa-apa membiarkan dia menguangkannya,XXXX kali saya memberi tahu wanita itu tidak.tetapi dia bertindak seolah-olah dia tidak mengerti tidak.atau menelepon polisi.cek dan tabungan saya sekarang hilang.bisakah Anda membantu saya.Saya hidup di XXXX.ponsel XXXX;1;0;0
551;Tindakan penipuan untuk membekukan akun;1;0;0
552;Saya telah memiliki rekening giro di Wells Fargo Bank selama beberapa bulan dan mendaftar untuk perlindungan cerukan mereka. Mereka menagih saya biaya cerukan yang tidak seharusnya mereka bebankan dan saya sudah mengajukan keluhan ke departemen Anda tentang masalah itu. Setelah mereka menerima keluhan Anda, mereka menghapus biaya XXXX. Saya segera mengatakan kepada mereka bahwa saya ingin menutup rekening saya karena saya tidak ingin berbisnis dengan bank yang memungut biaya cerukan palsu dan mereka sekarang mengatakan bahwa saya tidak dapat menutup rekening karena ada saldo hutang saya. Dengan itikad baik dan agar catatan saya tidak terpengaruh, saya menyatakan kepada mereka bahwa saya akan membayar mereka sebesar {$25,00} per bulan. Sekarang saya mendengar berita hari ini, XXXX/XXXX/15, bahwa ada gugatan class action di XXXX XXXX XXXX terhadap bank Wells Fargo karena membebankan biaya cerukan dan jenis biaya lainnya kepada pelanggannya secara ilegal. Saya menelepon mereka hari ini dan menyatakan bahwa saya akan mendiskusikan masalah ini dengan seorang pengacara sebelum melakukan pembayaran apa pun karena saya merasa bahwa jumlah/biaya yang mereka bebankan kepada saya juga ilegal seperti yang dinyatakan dalam tuntutan hukum. Mereka menyatakan kepada saya bahwa jika saya tidak segera membayar seluruh saldo, mereka akan menutup rekening saya dan itu akan mempengaruhi catatan saya. Saya ingin bisa menutup rekening, bukan mereka, dan saya sudah melakukan pengaturan pembayaran dan mereka tidak mengizinkan saya menutup rekening sendiri. Saya yakin mereka hanya ingin melaporkan semua laporan buruk ini ke dalam catatan saya sebagai pembalasan karena saya telah mengajukan keluhan sebelumnya ke departemen Anda.;1;0;0
553;Saya XXXX XXXX XXXX, XXXX XXXX, XXXX XXXX TX XXXX -SS # saya adalah *********** - DOB - XXXX XXXX -Pada XXXX, Paypal Memberi tahu saya bahwa mereka DIHENTIKAN KARTU DEBIT SAYA UNTUK NO ALASAN, PELANGGARAN TERHADAP KEBIJAKAN PERUSAHAAN (TIDAK ADA) setelah 17 Tahun dan saya telah membayar biaya XXXX kepada mereka untuk memproses pembayaran saya, saya TIDAK MEMILIKI SENGKETA YANG TIDAK TERSOVASI DAN MEREKA MENDAPATKAN XXXX -semuanya saya kembalikan setelah saya mengetahuinya PENJAHAT YANG DITERIMA - Kebijakan COmoany, Saya adalah XXXX XXXX dan XXXX 10 Tahun di Sekretaris Texas XXXX - Saya juga memiliki Organisasi Kredit Texas XXXX dan XXXX Lisensi Asuransi Texas XXXX XXXX XXXX Analisis Keuangan dan CFPB- - XXXX Saya sebagai XXXX XXXX XXXX , XXXX XXXX XXXX XXXX XXXX XXXX TX XXXX - Ini adalah Alamat Pengacara Pajak saya XXXX Coffin Atty, XXXX XXXX Alamat XXXX adalah XXXX XXXX XXXX XXXX XXXX XXXX TX XXXX - Pay Pal Memberitahu saya bahwa mereka akan MENAHAN XXXX SAYA selama 6 Bulan - Ketika saya tidak melakukan apa pun selain menjadi Klien setia dan Pembayar Pajak - Ini adalah Penipuan dan Jaksa Agung Texas mengatakan itu adalah PERDAGANGAN PENIPUAN, PENIPUAN DAN PENCURI - Saya telah melaporkan hal ini kepada mereka dan polisi setempat, XXXX XXXX DEPARTEMEN POLISI, XXXX TX XXXX. Pengacara saya meminta saya untuk segera menemui mereka, karena kehilangan Pendapatan, Penipuan, dan Perdagangan yang Menipu. Saya meminta dana saya kembali dan memberi mereka waktu 3 hari untuk melakukannya, mereka hanya menyatakan melalui email bahwa mereka TIDAK akan melakukannya sampai mereka berkenan. Berdasarkan Hukum Texas dan Hukum Federal, ini BUKAN bank dan saya tidak berhutang apa pun kepada mereka dan TIDAK MEMILIKI TANGGUNG JAWAB - Saya ingin dana saya segera dikembalikan ke PERUSAHAAN saya - EN SAYA # ADALAH XXXX, XXXX XXXX XXXX - Saya telah menyalin XXXX orang di Pay Pal dan Dewan Direksi mereka -Saya sedang mencari tuntutan Pidana dan juga tuntutan perdata - Mohon lakukan uji tuntas dan kembalikan kesenangan saya karena saya XXXX - Saya telah melaporkan hal ini ke semua Saluran Berita, Ditulis XXXX XXXX SECARA PRIBADI dan Presiden Obama XXXX PAYPAL TELAH XXXX pengaduan dan CFPB MEMBIARKAN MEREKA BEROPERASI - TAMPAKNYA bagi saya Kami harus menuntut Anda -Tolong bantu saya menyelesaikan masalah ini dengan membuat orang-orang ini gulung tikar -Kartu saya # adalah *************** * exp XX/XX/XXXXPengacara saya XXXX XXXX XXXX XXXX XXXX : XXXX XXXX XXXX XXXX XXXX, XXXX, TX XXXX : XXXX XXXX ) XXXX sulit dipercaya setelah 17 tahun mereka akan memegang XXXX dan bersikap seperti saya telah melakukan kesalahan - Laki-laki XXXX YANG AKHIRNYA DISETUJUI PEMERINTAH XXXX DAN SAYA MENOLAK - Saya kehilangan ibu saya pada XXXX XXXX, XX/XX/XXXX - dan dia menyuruh saya JANGAN MEMBAYAR PEMERINTAH, simpan semua uang tunai yang tidak ada apa-apanya selain crorok - Dia adalah XXXX, memiliki Saudara XXXX - Keponakan XXXX adalah XXXX XXXX, XXXX XXXX, dia menyatakan itu adalah pencurian sederhana, Penipuan dan Perdagangan yang Menipu - TUNTUT MEREKA dan berikan kepada CFPB bahwa dia akan memanggil XXXX XXXX - XXXX adalah XXXX XXXX, XXXX XXXX dan MAGISTRATE XXXX AS di utara XXXX Mississippi - XXXX - Dia juga mengatakan akan memanggil XXXX Gubernur Texas -. Saya menunggu balasan Anda dan terima kasih -Saya telah melakukan pekerjaan untuk konsultan XXXX XXXX XXXX yang Terjangkau dan sulit untuk percaya ini benar-benar bisa terjadi - XXXX XXXX XXXX TX XXXX saya;1;0;0
